#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-09-21T18:45:29 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ614a279d1ddc26	
#INFO	-out.max=unlimited	
#INFO	queryParameters=26	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-out.add=_RA*-c.eq,_DE*-c.eq
#-sort=_r
#-order=I
#-out.src=V/53A/catalog,V/53A/names
#-nav=cat:V/53A&tab:{V/53A/catalog}&tab:{V/53A/names}&key:source=V/53A&HTTPPRM:&&-ref=VIZ614a279d1ddc26&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-out.add=_RA*-c.eq,_DE*-c.eq&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HR&-ignore=HR_data=*&HR_data=HR_data&-out=Const&-out=RA2000&-out=DE2000&-out=ELON&-out=ELAT&-out=GLON&-out=GLAT&HIP_data=HIP_data&-out=Dist&-out=Vmag&-out=SpType&Simbad=Simbad&-out=Name&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=V/53A/catalog,V/53A/names
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/53A/catalog V/53A/names
#-out=HR
#-out=Const
#-out=RA2000
#-out=DE2000
#-out=ELON
#-out=ELAT
#-out=GLON
#-out=GLAT
#-out=Dist
#-out=Vmag
#-out=SpType
#-out=Name
#
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_5053
#Name: V/53A
#Title: Catalogue of the Brightest Stars (Ochsenbein+ 1988)
#Table	V_53A_catalog:
#Name: V/53A/catalog
#Title: The Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ "Bright Star" catalog <V/50>	[ucd=]
#Column	Const	(A3)	Constellation (3 characters)	[ucd=]
#Column	RA2000	(A10)	Right Ascension 2000 (hours)	[ucd=pos.eq.ra;meta.main]
#Column	DE2000	(A9)	Declination 2000 (degrees)	[ucd=pos.eq.dec;meta.main]
#Column	ELON	(F6.2)	Ecliptic longitude, J2000	[ucd=]
#Column	ELAT	(F6.2)	Ecliptic latitude, J2000	[ucd=]
#Column	GLON	(F6.2)	Galactic longitude	[ucd=]
#Column	GLAT	(F6.2)	Galactic latitude	[ucd=]
#Column	Dist	(I5)	Distance of star in light-years (5)	[ucd=]
#Column	Vmag	(F5.2)	[-1.46/5.03] Visual magnitude (magnitude visuelle)	[ucd=]
#Column	SpType	(a19)	MK Spectral Type	[ucd=]
_RAJ2000	_DEJ2000	HR	Const	RA2000	DE2000	ELON	ELAT	GLON	GLAT	Dist	Vmag	SpType
207.467500	-18.134167	5196	Vir	13 49 52.2	-18 08 03	211.95	 -6.38	321.93	 42.57	  250	 4.97	K0.5III-IIIb
207.368750	+15.797778	5200	Boo	13 49 28.5	+15 47 52	199.20	 25.20	355.81	 72.40	  250	 4.07	K5IIIv
207.427917	+21.264167	5201	Boo	13 49 42.7	+21 15 51	196.79	 30.23	 12.25	 75.49	  407	 4.91	K4III
207.956250	-32.994444	5210	Cen	13 51 49.5	-32 59 40	217.93	-20.07	317.28	 28.19	  326	 4.56	B5III
207.947500	+34.444167	5219	   	13 51 47.4	+34 26 39	190.09	 42.27	 66.10	 75.14	  348	 4.75	K5III
208.301667	-31.927500	5221	Cen	13 53 12.4	-31 55 39	217.80	-18.97	317.93	 29.14	  314	 4.74	B4IV
207.857500	+64.723056	5226	Dra	13 51 25.8	+64 43 23	154.93	 65.37	112.77	 51.21	  407	 4.66	M3.5III
208.884583	-47.288333	5231	Cen	13 55 32.3	-47 17 18	224.95	-32.94	314.07	 14.19	  407	 2.55	B2.5IV
208.670833	+18.397778	5235	Boo	13 54 41.0	+18 23 52	199.34	 28.08	  5.30	 73.03	   37	 2.68	G0IV
209.412083	-63.686667	5241	   	13 57 38.9	-63 41 12	235.23	-47.38	310.19	 -1.75	  217	 4.71	K0III
209.567500	-42.100833	5248	Cen	13 58 16.2	-42 06 03	223.04	-28.00	315.98	 19.07	  465	 3.83	B2IV
209.669583	-44.803611	5249	Cen	13 58 40.7	-44 48 13	224.34	-30.45	315.29	 16.45	  465	 3.87	B2IV-V
210.430417	-45.603333	5260	Cen	14 01 43.3	-45 36 12	225.29	-30.97	315.60	 15.53	  465	 4.33	F6II
210.411250	 +1.544444	5264	Vir	14 01 38.7	+01 32 40	207.75	 13.06	339.22	 59.38	  232	 4.26	A3V
210.955833	-60.372778	5267	Cen	14 03 49.4	-60 22 22	233.79	-44.14	311.77	  1.25	  543	 0.61	B1III
211.511250	-41.179444	5285	Cen	14 06 02.7	-41 10 46	224.15	-26.59	317.73	 19.54	  465	 4.36	B2V
211.592500	-26.682222	5287	Hya	14 06 22.2	-26 40 56	218.62	-13.05	323.00	 33.25	  101	 3.28	K2III-IIIbCN-0.5
211.670000	-36.370000	5288	Cen	14 06 40.8	-36 22 12	222.31	-22.08	319.46	 24.08	   61	 2.05	K0IIIb
211.096667	+64.375833	5291	Dra	14 04 23.2	+64 22 33	157.46	 66.36	110.52	 50.96	  326	 3.65	A0III
212.477917	-53.438889	5297	   	14 09 54.7	-53 26 20	230.66	-37.57	314.58	  7.65	  191	 4.75	G8III
212.710000	-16.301944	5301	   	14 10 50.4	-16 18 07	216.04	 -2.94	329.16	 42.49	  543	 4.91	M2III-IIIa
214.556667	-81.007500	5303	Aps	14 18 13.6	-81 00 27	254.81	-60.57	306.43	-18.73	  141	 4.91	A2m
212.599583	+25.091667	5304	Boo	14 10 23.9	+25 05 30	200.08	 35.67	 30.82	 72.18	  120	 4.83	F9IVw
213.223750	-10.273611	5315	Vir	14 12 53.7	-10 16 25	214.49	  2.91	333.51	 47.70	  232	 4.21	K3III
212.211667	+77.547500	5321	UMi	14 08 50.8	+77 32 51	122.81	 70.33	117.67	 38.78	  543	 4.82	K3III
213.370417	+51.790000	5329	Boo	14 13 28.9	+51 47 24	179.92	 58.90	 96.46	 60.91	  155	 4.54	A8IV
214.003333	 -6.000556	5338	Vir	14 16 00.8	-06 00 02	213.80	  7.20	337.75	 51.07	   70	 4.09	F6III
216.728333	-83.667778	5339	Oct	14 26 54.8	-83 40 04	259.03	-62.33	305.68	-21.31	  296	 4.32	K2III
213.915000	+19.182500	5340	Boo	14 15 39.6	+19 10 57	204.23	 30.74	 15.14	 69.11	   37	-0.05	K1IIIbCN-1
214.040833	+51.367222	5350	Boo	14 16 09.8	+51 22 02	181.10	 58.84	 95.23	 60.96	   98	 4.75	A9V
214.095417	+46.088333	5351	Boo	14 16 22.9	+46 05 18	186.96	 54.65	 86.97	 64.67	   98	 4.18	A0p
214.850417	-46.057778	5354	Lup	14 19 24.1	-46 03 28	228.79	-30.19	318.48	 14.14	  362	 3.55	B2.5IV
215.080833	-56.386667	5358	   	14 20 19.4	-56 23 12	233.98	-39.61	315.05	  4.38	 1759	 4.35	B6Ib
214.777083	-13.371111	5359	Vir	14 19 06.5	-13 22 16	216.95	  0.49	333.40	 44.25	  191	 4.52	A2m
214.498750	+35.509444	5361	   	14 17 59.7	+35 30 34	195.97	 45.75	 62.73	 69.76	  232	 4.81	K0III
215.176667	-45.187222	5364	   	14 20 42.4	-45 11 14	228.66	-29.30	319.01	 14.88	  155	 4.77	F0IV
215.138750	-37.885278	5367	Cen	14 20 33.3	-37 53 07	225.69	-22.50	321.72	 21.71	  250	 4.05	A0IV
214.937917	+16.306944	5370	Boo	14 19 45.1	+16 18 25	206.52	 28.44	  9.59	 66.86	  191	 4.86	K3III
215.653750	-58.459444	5371	   	14 22 36.9	-58 27 34	235.51	-41.35	314.64	  2.33	  296	 4.92	G8III+F5V
215.758750	-39.512222	5378	   	14 23 02.1	-39 30 44	226.80	-23.85	321.57	 20.02	  465	 4.42	B7IIIpv
215.773750	-27.753889	5381	Hya	14 23 05.7	-27 45 14	222.58	-12.80	326.60	 30.87	  181	 4.75	K4III
216.533750	-45.221389	5395	Lup	14 26 08.1	-45 13 17	229.69	-28.98	319.92	 14.50	  932	 4.56	B2IV
216.544583	-45.379444	5396	Lup	14 26 10.7	-45 22 46	229.76	-29.12	319.87	 14.35	  326	 4.35	A7:+F4IV
216.298750	+51.850833	5404	Boo	14 25 11.7	+51 51 03	182.61	 60.11	 93.84	 59.65	   47	 4.06	F7V
217.042917	-29.491667	5407	Hya	14 28 10.3	-29 29 30	224.25	-14.07	326.95	 28.83	  465	 4.97	B8V
217.050417	 -2.228056	5409	Vir	14 28 12.1	-02 13 41	215.45	 11.76	345.22	 52.51	  135	 4.82	G2IV
218.153333	-50.456944	5425	Lup	14 32 36.8	-50 27 25	233.13	-33.44	318.93	  9.25	  989	 4.42	B2III
217.957083	+30.371389	5429	Boo	14 31 49.7	+30 22 17	202.79	 42.45	 47.29	 67.80	  155	 3.59	K3III
216.880833	+75.695833	5430	UMi	14 27 31.4	+75 41 45	128.39	 71.45	115.39	 39.99	  362	 4.25	K4IIIBa0.3
218.019167	+38.308056	5435	Boo	14 32 04.6	+38 18 29	197.66	 49.55	 67.26	 66.17	   85	 3.02	A7III
218.876250	-42.157778	5440	Cen	14 35 30.3	-42 09 28	230.25	-25.51	322.77	 16.67	  326	 2.31	B1.5Vne
218.669583	+29.745000	5447	Boo	14 34 40.7	+29 44 42	203.90	 42.14	 45.62	 67.20	   50	 4.47	F2V
219.471250	-49.425556	5453	Lup	14 37 53.1	-49 25 32	233.62	-32.17	320.13	  9.86	  326	 4.05	B5V
219.900833	-60.835278	5459	Cen	14 39 36.2	-60 50 07	239.48	-42.60	315.78	 -0.71	    4	-0.01	G2V
219.900833	-60.835278	5460	Cen	14 39 36.2	-60 50 07	239.48	-42.60	315.78	 -0.71	    4	 1.33	K1V
220.626250	-64.975278	5463	Cir	14 42 30.3	-64 58 31	242.36	-46.20	314.34	 -4.59	   54	 3.19	ApSrEuCr:
220.482083	-47.388056	5469	Lup	14 41 55.7	-47 23 17	233.50	-30.03	321.61	 11.44	  432	 2.30	B1.5III
221.965000	-79.044722	5470	Aps	14 47 51.6	-79 02 41	254.43	-58.23	308.49	-17.45	  465	 3.83	K2.5III
220.489583	-37.793611	5471	   	14 41 57.5	-37 47 37	229.93	-20.99	325.90	 20.10	  326	 4.00	B3V
220.181250	+16.418333	5475	Boo	14 40 43.5	+16 25 06	211.86	 30.37	 15.64	 62.54	  326	 4.94	B9pMnHg
220.286667	+13.728333	5477	Boo	14 41 08.8	+13 43 42	213.04	 27.88	 10.80	 61.12	  181	 4.83	A2III
220.286667	+13.728333	5478	Boo	14 41 08.8	+13 43 42	213.04	 27.88	 10.80	 61.12	  181	 4.43	A2III
220.411250	 +8.161667	5480	Boo	14 41 38.7	+08 09 42	215.23	 22.68	  2.05	 57.76	  233	 4.86	G8IIIHdelta-0.5
220.913750	-35.173889	5485	   	14 43 39.3	-35 10 26	229.38	-18.40	327.48	 22.29	  217	 4.05	K5III
220.764583	 -5.658333	5487	Vir	14 43 03.5	-05 39 30	220.13	  9.67	346.55	 47.54	   61	 3.88	F2III
221.246250	-35.191944	5489	   	14 44 59.1	-35 11 31	229.66	-18.33	327.73	 22.15	  217	 4.92	A0V
220.855417	+26.527778	5490	Boo	14 43 25.3	+26 31 40	207.97	 39.99	 38.00	 65.06	  512	 4.79	M3III
221.500000	-25.443056	5497	Hya	14 46 00.0	-25 26 35	226.79	 -8.98	333.13	 30.63	  101	 4.94	F2III-IV
221.310000	+16.964444	5502	Boo	14 45 14.4	+16 57 52	212.81	 31.26	 17.74	 61.82	  232	 4.60	G8.5III
221.246250	+27.074167	5506	Boo	14 44 59.1	+27 04 27	208.11	 40.62	 39.38	 64.78	  543	 2.70	K0II-III
221.562083	 +1.892778	5511	Vir	14 46 14.9	+01 53 34	218.52	 17.10	355.28	 52.68	  130	 3.73	A0V
222.571667	-27.960278	5526	Hya	14 50 17.2	-27 57 37	228.48	-11.10	332.65	 27.97	  326	 4.41	K4III
222.909583	-43.575278	5528	Lup	14 51 38.3	-43 34 31	233.87	-25.86	324.90	 14.11	  407	 4.33	B5IV
222.719167	-16.041944	5531	Lib	14 50 52.6	-16 02 31	225.08	  0.33	340.33	 38.01	   77	 2.75	A3IV
222.753750	 -2.299167	5535	Lib	14 51 00.9	-02 17 57	221.02	 13.47	352.08	 48.82	  217	 4.94	G8III-IV
222.846667	+19.101111	5544	Boo	14 51 23.2	+19 06 04	213.55	 33.77	 23.09	 61.36	   21	 4.54	G8V
222.675833	+74.155556	5563	UMi	14 50 42.2	+74 09 20	133.32	 72.99	112.65	 40.50	  130	 2.08	K4IIIBa0.3
224.295417	 -4.346389	5570	Lib	14 57 10.9	-04 20 47	223.15	 11.97	351.73	 46.27	   93	 4.49	F0V
224.632500	-43.133889	5571	Lup	14 58 31.8	-43 08 02	235.03	-25.05	326.25	 13.91	  543	 2.68	B2III
224.790000	-42.104167	5576	Cen	14 59 09.6	-42 06 15	234.79	-24.03	326.87	 14.75	  543	 3.13	B2IV
225.242917	 -8.518889	5586	Lib	15 00 58.3	-08 31 08	225.28	  8.25	348.87	 42.51	  326	 4.93	B9.5V
224.395417	+65.932222	5589	   	14 57 34.9	+65 55 56	160.81	 72.03	104.87	 46.53	  407	 4.54	M5III
225.526667	+25.008056	5600	Boo	15 02 06.4	+25 00 29	213.81	 40.17	 36.25	 60.66	  362	 4.82	K4IIICa0.5
225.725000	 +2.091111	5601	Vir	15 02 54.0	+02 05 28	222.62	 18.55	  0.07	 49.79	  191	 4.40	K0.5IIIbFe-0.5
225.485833	+40.390556	5602	Boo	15 01 56.6	+40 23 26	204.25	 54.15	 67.62	 60.04	  232	 3.52	G8IIIa:Ba0.4
226.017083	-25.281944	5603	Lib	15 04 04.1	-25 16 55	230.69	 -7.64	337.22	 28.62	  296	 3.21	M3IIIa
226.279583	-47.051111	5605	Lup	15 05 07.1	-47 03 04	237.63	-28.40	325.33	  9.93	  543	 4.72	B5V
226.279583	-47.051111	5606	Lup	15 05 07.1	-47 03 04	237.63	-28.40	325.33	  9.93	  543	 4.82	B5IV
226.111250	+26.947500	5616	Boo	15 04 26.7	+26 56 51	213.51	 42.17	 40.32	 60.47	  250	 4.55	K2III
225.947083	+47.654444	5618	Boo	15 03 47.3	+47 39 16	197.78	 60.54	 80.36	 57.06	   41	 4.76	F9-G1Vn
227.210417	-45.279722	5626	Lup	15 08 50.5	-45 16 47	237.71	-26.52	326.80	 11.13	  407	 4.05	B3V
226.825000	+24.869167	5634	Boo	15 07 18.0	+24 52 09	215.31	 40.47	 36.45	 59.48	   65	 4.93	F5V
227.983333	-48.737778	5646	Lup	15 11 56.0	-48 44 16	239.47	-29.65	325.46	  7.89	  191	 3.87	B9.5Vne
228.070833	-52.099167	5649	Lup	15 12 17.0	-52 05 57	240.76	-32.83	323.76	  4.98	  116	 3.41	G8III
228.205833	-44.500556	5651	   	15 12 49.4	-44 30 02	238.20	-25.57	327.83	 11.43	  465	 4.82	B3IV
228.055000	-19.791667	5652	Lib	15 12 13.2	-19 47 30	231.00	 -1.85	342.69	 32.00	  407	 4.54	A0pSi
228.655000	-31.519167	5660	Lup	15 14 37.2	-31 31 09	234.69	-13.01	335.50	 22.15	  862	 4.91	F1II
229.411667	-63.610556	5666	Cir	15 17 38.8	-63 36 38	246.53	-43.44	318.35	 -5.20	  407	 4.86	K2.5III
229.378333	-58.801111	5670	Cir	15 17 30.8	-58 48 04	244.31	-38.93	320.89	 -1.12	   98	 4.07	A3V
229.727500	-68.679444	5671	TrA	15 18 54.6	-68 40 46	249.39	-48.10	315.71	 -9.55	  191	 2.89	A1V
228.875417	+33.314722	5681	Boo	15 15 30.1	+33 18 53	213.16	 48.97	 53.12	 58.43	  120	 3.49	G8IIICN-1
229.632917	-47.875000	5683	Lup	15 18 31.9	-47 52 30	240.37	-28.50	326.86	  8.05	  296	 4.27	B8Ve
229.251250	 -9.383056	5685	Lib	15 17 00.3	-09 22 59	229.37	  8.50	352.02	 39.23	  163	 2.62	B8V
229.457083	-30.148611	5686	Lup	15 17 49.7	-30 08 55	235.00	-11.50	336.96	 22.88	  326	 4.33	G9IIIaFe1
230.342500	-40.647778	5695	Lup	15 21 22.2	-40 38 52	238.66	-21.43	331.32	 13.82	  543	 3.22	B1.5IV
230.534167	-47.927778	5698	Lup	15 22 08.2	-47 55 40	241.05	-28.38	327.34	  7.67	  112	 5.00	F8V
230.844167	-59.320833	5704	Cir	15 23 22.6	-59 19 15	245.44	-39.17	321.25	 -1.96	  543	 4.51	B5IV+F8
230.451250	-36.261389	5705	Lup	15 21 48.3	-36 15 41	237.49	-17.18	333.96	 17.39	  362	 3.56	K5III
230.670000	-44.689444	5708	Lup	15 22 40.8	-44 41 22	240.12	-25.25	329.23	 10.32	  543	 3.37	B2IV-V
230.788333	-36.858333	5712	Lup	15 23 09.2	-36 51 30	237.93	-17.68	333.84	 16.75	  418	 4.54	B4V
231.049167	-10.322222	5723	Lib	15 24 11.8	-10 19 20	231.35	  8.04	352.84	 37.34	  108	 4.94	F5IV
231.333750	-38.733611	5724	   	15 25 20.1	-38 44 01	238.89	-19.38	333.09	 14.96	  407	 4.60	A0IV
231.122083	+37.377222	5733	Boo	15 24 29.3	+37 22 38	213.18	 53.42	 60.39	 56.31	  125	 4.32	F0V
230.181667	+71.833889	5735	UMi	15 20 43.6	+71 50 02	141.60	 75.24	108.46	 40.84	  543	 3.05	A3II-III
231.231667	+58.965833	5744	Dra	15 24 55.6	+58 57 57	184.95	 71.09	 93.97	 48.63	  105	 3.29	K2III
231.957083	+29.105556	5747	CrB	15 27 49.7	+29 06 20	219.12	 46.05	 45.59	 55.61	  116	 3.68	F0p
234.179583	-66.317222	5771	TrA	15 36 43.1	-66 19 02	250.48	-45.29	318.49	 -8.57	  217	 4.11	K1-2III
233.784583	-41.166667	5776	Lup	15 35 08.3	-41 10 00	241.50	-21.24	333.19	 11.89	  440	 2.78	B2IV
233.544167	-10.064722	5777	Lib	15 34 10.6	-10 03 53	233.69	  8.90	355.24	 35.79	   95	 4.62	K1III-IV
233.232083	+31.358889	5778	CrB	15 32 55.7	+31 21 32	219.45	 48.55	 49.69	 54.71	  326	 4.13	B6Vnne
233.971250	-44.958611	5781	   	15 35 53.1	-44 57 31	242.69	-24.88	331.02	  8.76	  465	 4.54	B3IVp
233.881250	-14.789444	5787	Lib	15 35 31.5	-14 47 22	235.14	  4.39	351.51	 32.20	  155	 3.91	G8.5III
233.700000	+10.537500	5788	Ser	15 34 48.0	+10 32 15	228.34	 28.88	 17.59	 48.19	  217	 3.80	F0IV
233.700417	+10.539167	5789	Ser	15 34 48.1	+10 32 21	228.34	 28.88	 17.59	 48.19	  217	 3.80	F0IV
233.671667	+26.714722	5793	CrB	15 34 41.2	+26 42 53	222.30	 44.32	 41.87	 53.77	   75	 2.24	A0V
234.255833	-28.135000	5794	Lib	15 37 01.4	-28 08 06	238.61	 -8.51	341.89	 21.94	  203	 3.57	K3III
234.512917	-42.567222	5797	Lup	15 38 03.1	-42 34 02	242.44	-22.46	332.78	 10.44	  232	 4.33	K4.5III
234.663750	-29.777778	5812	Lib	15 38 39.3	-29 46 40	239.35	-10.02	341.06	 20.45	  465	 3.65	B2.5V
234.941250	-34.411667	5820	Lup	15 39 45.9	-34 24 42	240.70	-14.47	338.19	 16.69	  250	 4.67	G8III
235.070000	-23.818056	5824	Lib	15 40 16.8	-23 49 05	238.32	 -4.14	345.53	 24.77	  407	 4.96	K3IIICN1
235.296667	-44.661111	5825	   	15 41 11.2	-44 39 40	243.61	-24.35	331.96	  8.44	   57	 4.64	F5IV-V
232.852917	+77.349167	5826	UMi	15 31 24.7	+77 20 57	120.12	 74.72	112.85	 36.46	  374	 4.96	K5III
235.486250	-19.678889	5838	Lib	15 41 56.7	-19 40 44	237.76	 -0.02	348.94	 27.58	  407	 4.72	M0-IIIb
235.670417	-34.710556	5839	Lup	15 42 40.9	-34 42 38	241.37	-14.62	338.48	 16.08	  407	 4.75	B5V
235.387500	+19.670278	5842	Ser	15 41 33.0	+19 40 13	227.18	 38.10	 31.42	 50.45	  203	 4.53	A1V
235.685417	+26.295556	5849	CrB	15 42 44.5	+26 17 44	224.87	 44.51	 41.74	 51.92	  148	 3.85	B9IV+A3V
236.066667	 +6.425556	5854	Ser	15 44 16.0	+06 25 32	232.07	 25.51	 14.20	 44.08	   74	 2.65	K2IIIbCN1Fe4143-1
236.546667	+15.421667	5867	Ser	15 46 11.2	+15 25 18	229.95	 34.33	 25.98	 47.87	  155	 3.67	A2IV
236.610417	 +7.353056	5868	Ser	15 46 26.5	+07 21 11	232.40	 26.54	 15.70	 44.10	   38	 4.43	G0V
237.184583	+18.141389	5879	Ser	15 48 44.3	+18 08 29	229.78	 37.11	 30.10	 48.33	  362	 4.09	M0.5IIIab
237.404583	 -3.430278	5881	Ser	15 49 37.1	-03 25 49	235.94	 16.24	  4.59	 37.29	  163	 3.53	A0V
237.739167	-33.627222	5883	Lup	15 50 57.4	-33 37 38	242.84	-13.18	340.57	 15.82	  217	 3.95	B9IV
237.744167	-25.751389	5885	Sco	15 50 58.6	-25 45 05	241.12	 -5.49	346.10	 21.71	  543	 4.68	B3V
237.398333	+26.068333	5889	CrB	15 49 35.6	+26 04 06	227.03	 44.76	 41.88	 50.37	  171	 4.63	G3.5III-IVFe-1
237.703750	 +4.477778	5892	Ser	15 50 48.9	+04 28 40	234.33	 24.01	 13.15	 41.66	   70	 3.70	A2m
238.785000	-63.430556	5897	TrA	15 55 08.4	-63 25 50	251.84	-41.95	321.85	 -7.52	   40	 2.85	F2III
237.815833	+20.977778	5899	Ser	15 51 15.8	+20 58 40	229.52	 40.00	 34.44	 48.70	  407	 4.78	K4-5III
237.807500	+35.657222	5901	CrB	15 51 13.8	+35 39 26	222.67	 53.93	 57.02	 51.04	  101	 4.82	K1IVa
236.013750	+77.794444	5903	UMi	15 44 03.3	+77 47 40	117.40	 75.12	112.68	 35.66	  407	 4.32	A3Vn
238.402500	-25.327222	5904	Sco	15 53 36.6	-25 19 38	241.62	 -4.95	346.88	 21.61	  465	 4.59	B2.5Vn
238.455833	-16.729444	5908	Lib	15 53 49.4	-16 43 46	239.87	  3.47	353.54	 27.72	  163	 4.16	G8.5IIIb
238.168333	+42.451667	5914	Her	15 52 40.4	+42 27 06	218.24	 60.30	 67.68	 50.33	   51	 4.62	F8VFe-2Hdelta-1
239.220833	-29.213889	5928	Sco	15 56 53.0	-29 12 50	243.15	 -8.60	344.63	 18.27	  465	 3.86	B2IV-V
239.112917	+15.661667	5933	Ser	15 56 27.1	+15 39 42	232.78	 35.20	 27.75	 45.71	   36	 3.86	F6V
239.547083	-14.279444	5941	Lib	15 58 11.3	-14 16 46	240.40	  6.09	356.39	 28.63	  543	 4.87	B5IIIpe
239.875833	-41.744167	5943	   	15 59 30.2	-41 44 39	246.40	-20.74	336.44	  8.58	  407	 4.99	K0II-III
239.712500	-26.114167	5944	Sco	15 58 51.0	-26 06 51	242.94	 -5.48	347.22	 20.23	  465	 2.91	B1V+B2V
239.396667	+26.877778	5947	CrB	15 57 35.2	+26 52 40	229.12	 46.07	 43.65	 48.78	  232	 4.16	K2IIIab
240.030000	-38.396944	5948	Lup	16 00 07.2	-38 23 49	245.77	-17.44	338.77	 11.01	  543	 3.41	B2.5IV
240.082917	-22.621667	5953	Sco	16 00 19.9	-22 37 18	242.57	 -1.99	350.10	 22.49	  407	 2.32	B0.3IV
239.875417	+25.920278	5958	   	15 59 30.1	+25 55 13	230.10	 45.27	 42.37	 48.16	  325	 2.00	Be+gM3+Q
239.447083	+54.749722	5960	   	15 57 47.3	+54 44 59	204.09	 71.25	 85.41	 46.50	  112	 4.95	F0IV
240.882917	-57.775278	5961	Nor	16 03 31.9	-57 46 31	251.24	-36.22	326.35	 -3.92	  141	 4.63	A7IV
240.802917	-49.229722	5962	Nor	16 03 12.7	-49 13 47	248.87	-27.91	331.97	  2.52	  232	 4.65	G8III
240.850000	-38.602500	5967	   	16 03 24.0	-38 36 09	246.47	-17.51	339.12	 10.43	  543	 4.89	B6IV
240.835417	-25.865278	5969	   	16 03 20.5	-25 51 55	243.88	 -5.03	348.17	 19.70	  217	 5.00	K5III
240.360833	+29.851111	5971	CrB	16 01 26.6	+29 51 04	229.01	 49.16	 48.30	 48.46	  362	 4.98	A0p:Hg:
240.573750	+22.804444	5972	Ser	16 02 17.7	+22 48 16	232.13	 42.45	 38.14	 46.78	  181	 4.83	A3V
241.091667	-11.373056	5978	Sco	16 04 22.0	-11 22 23	241.31	  9.23	  0.02	 29.42	  101	 4.77	F5IV
241.622083	-45.173056	5980	Nor	16 06 29.3	-45 10 23	248.51	-23.83	335.09	  5.17	  125	 4.73	Am
240.699167	+46.036667	5982	Her	16 02 47.8	+46 02 12	218.38	 64.32	 72.69	 47.98	  407	 4.76	B9III
241.358750	-19.805278	5984	Sco	16 05 26.1	-19 48 19	243.19	  1.01	353.19	 23.60	  543	 2.58	B1V
241.360000	-19.801944	5985	Sco	16 05 26.4	-19 48 07	243.19	  1.01	353.20	 23.60	  636	 4.92	B2V
240.471667	+58.565278	5986	Dra	16 01 53.2	+58 33 55	196.67	 74.44	 90.18	 44.58	   69	 4.03	F8IV
241.647500	-36.802222	5987	Lup	16 06 35.4	-36 48 08	246.74	-15.62	340.83	 11.32	  465	 4.23	B2.5Vn
241.701250	-20.669167	5993	Sco	16 06 48.3	-20 40 09	243.67	  0.22	352.75	 22.77	  465	 3.97	B1V
241.850833	-20.868611	5997	Sco	16 07 24.2	-20 52 07	243.84	  0.05	352.70	 22.54	  271	 4.33	G3II-III
242.018333	+17.046944	6008	Her	16 08 04.4	+17 02 49	235.72	 37.22	 31.02	 43.64	  407	 5.00	G8III
242.242500	+36.490833	6018	CrB	16 08 58.2	+36 29 27	228.02	 55.96	 58.39	 47.47	  116	 4.76	K0III-IV
245.086250	-78.695833	6020	Aps	16 20 20.7	-78 41 45	261.51	-55.99	312.42	-19.89	  596	 4.68	M5IIIb
242.192083	+44.935000	6023	Her	16 08 46.1	+44 56 06	221.63	 63.78	 70.85	 47.11	  232	 4.27	B9p:Mn:
243.369167	-54.630556	6024	Nor	16 13 28.6	-54 37 50	252.01	-32.84	329.49	 -2.53	  465	 4.94	G8III
242.998333	-19.460556	6027	Sco	16 11 59.6	-19 27 38	244.64	  1.63	354.61	 22.70	  465	 4.01	B3V
243.075417	-27.926389	6028	Sco	16 12 18.1	-27 55 35	246.25	 -6.68	348.12	 16.84	  543	 4.59	B2V
243.859167	-63.685556	6030	TrA	16 15 26.2	-63 41 08	254.86	-41.61	323.36	 -9.23	 1365	 3.85	G2Ib-IIa
242.999583	-10.064167	6031	Sco	16 11 59.9	-10 03 51	242.92	 10.87	  2.54	 28.81	  171	 4.93	A3IV
243.585833	 -3.694444	6056	Oph	16 14 20.6	-03 41 40	242.30	 17.24	  8.85	 32.20	  171	 2.75	M0.5III
244.253333	-50.068056	6058	Nor	16 17 00.8	-50 04 05	251.54	-28.27	333.04	  0.39	 1719	 4.98	F9Ia
244.574167	-28.614167	6070	   	16 18 17.8	-28 36 51	247.68	 -7.12	348.56	 15.41	  141	 4.77	A0V
