#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-09-21T19:08:54 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ614a2d31220564	
#INFO	-out.max=unlimited	
#INFO	queryParameters=25	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-out.add=_RA*-c.eq,_DE*-c.eq
#-sort=_r
#-order=I
#-out.src=V/53A/catalog
#-nav=cat:V/53A&tab:{V/53A/catalog}&key:source=V/53A&HTTPPRM:&&-ref=VIZ614a2d31220564&-out.max=unlimited&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-out.add=_RA*-c.eq,_DE*-c.eq&-sort=_r&-oc.form=dec&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HR&-out=n_HR&-out=Bayer&-out=Const&-out=RA2000&-out=DE2000&-out=ELON&-out=ELAT&-out=Dist&-out=Vmag&-out=SpType&-ignore=Simbad=*&Simbad=Simbad&-file=.&-meta.ucd=0&-meta=0&-usenav=1&-bmark=POST&-out.src=V/53A/catalog
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/53A/catalog
#-out=HR
#-out=n_HR
#-out=Bayer
#-out=Const
#-out=RA2000
#-out=DE2000
#-out=ELON
#-out=ELAT
#-out=Dist
#-out=Vmag
#-out=SpType
#

#RESOURCE=yCat_5053
#Name: V/53A
#Title: Catalogue of the Brightest Stars (Ochsenbein+ 1988)
#Table	V_53A_catalog:
#Name: V/53A/catalog
#Title: The Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ "Bright Star" catalog <V/50>	[ucd=]
#Column	n_HR	(A1)	Simbad column added by the CDS	[ucd=]
#Column	Bayer	(A4)	Greek letter (lettre grecque)	[ucd=]
#Column	Const	(A3)	Constellation (3 characters)	[ucd=]
#Column	RA2000	(A10)	Right Ascension 2000 (hours)	[ucd=pos.eq.ra;meta.main]
#Column	DE2000	(A9)	Declination 2000 (degrees)	[ucd=pos.eq.dec;meta.main]
#Column	ELON	(F6.2)	Ecliptic longitude, J2000	[ucd=]
#Column	ELAT	(F6.2)	Ecliptic latitude, J2000	[ucd=]
#Column	Dist	(I5)	Distance of star in light-years (5)	[ucd=]
#Column	Vmag	(F5.2)	[-1.46/5.03] Visual magnitude (magnitude visuelle)	[ucd=]
#Column	SpType	(a19)	MK Spectral Type	[ucd=]
_RAJ2000	_DEJ2000	HR	n_HR	Bayer	Const	RA2000	DE2000	ELON	ELAT	Dist	Vmag	SpType
221.310000	+16.964444	5502	 	omi 	Boo	14 45 14.4	+16 57 52	212.81	 31.26	  232	 4.60	G8.5III
221.246250	+27.074167	5506	*	eps 	Boo	14 44 59.1	+27 04 27	208.11	 40.62	  543	 2.70	K0II-III
221.562083	 +1.892778	5511	 	    	Vir	14 46 14.9	+01 53 34	218.52	 17.10	  130	 3.73	A0V
222.571667	-27.960278	5526	 	    	Hya	14 50 17.2	-27 57 37	228.48	-11.10	  326	 4.41	K4III
222.909583	-43.575278	5528	 	omi 	Lup	14 51 38.3	-43 34 31	233.87	-25.86	  407	 4.33	B5IV
222.719167	-16.041944	5531	 	alf2	Lib	14 50 52.6	-16 02 31	225.08	  0.33	   77	 2.75	A3IV
222.753750	 -2.299167	5535	 	    	Lib	14 51 00.9	-02 17 57	221.02	 13.47	  217	 4.94	G8III-IV
222.846667	+19.101111	5544	 	 xi 	Boo	14 51 23.2	+19 06 04	213.55	 33.77	   21	 4.54	G8V
222.675833	+74.155556	5563	*	bet 	UMi	14 50 42.2	+74 09 20	133.32	 72.99	  130	 2.08	K4IIIBa0.3
224.295417	 -4.346389	5570	 	    	Lib	14 57 10.9	-04 20 47	223.15	 11.97	   93	 4.49	F0V
224.632500	-43.133889	5571	 	bet 	Lup	14 58 31.8	-43 08 02	235.03	-25.05	  543	 2.68	B2III
224.790000	-42.104167	5576	 	kap 	Cen	14 59 09.6	-42 06 15	234.79	-24.03	  543	 3.13	B2IV
225.242917	 -8.518889	5586	 	del 	Lib	15 00 58.3	-08 31 08	225.28	  8.25	  326	 4.93	B9.5V
224.395417	+65.932222	5589	 	    	   	14 57 34.9	+65 55 56	160.81	 72.03	  407	 4.54	M5III
225.526667	+25.008056	5600	 	omg 	Boo	15 02 06.4	+25 00 29	213.81	 40.17	  362	 4.82	K4IIICa0.5
225.725000	 +2.091111	5601	 	    	Vir	15 02 54.0	+02 05 28	222.62	 18.55	  191	 4.40	K0.5IIIbFe-0.5
225.485833	+40.390556	5602	 	bet 	Boo	15 01 56.6	+40 23 26	204.25	 54.15	  232	 3.52	G8IIIa:Ba0.4
226.017083	-25.281944	5603	 	sig 	Lib	15 04 04.1	-25 16 55	230.69	 -7.64	  296	 3.21	M3IIIa
226.279583	-47.051111	5605	 	 pi 	Lup	15 05 07.1	-47 03 04	237.63	-28.40	  543	 4.72	B5V
226.279583	-47.051111	5606	 	 pi 	Lup	15 05 07.1	-47 03 04	237.63	-28.40	  543	 4.82	B5IV
226.111250	+26.947500	5616	 	psi 	Boo	15 04 26.7	+26 56 51	213.51	 42.17	  250	 4.55	K2III
225.947083	+47.654444	5618	 	    	Boo	15 03 47.3	+47 39 16	197.78	 60.54	   41	 4.76	F9-G1Vn
227.210417	-45.279722	5626	 	lam 	Lup	15 08 50.5	-45 16 47	237.71	-26.52	  407	 4.05	B3V
226.825000	+24.869167	5634	 	    	Boo	15 07 18.0	+24 52 09	215.31	 40.47	   65	 4.93	F5V
227.983333	-48.737778	5646	 	kap1	Lup	15 11 56.0	-48 44 16	239.47	-29.65	  191	 3.87	B9.5Vne
228.070833	-52.099167	5649	 	zet 	Lup	15 12 17.0	-52 05 57	240.76	-32.83	  116	 3.41	G8III
228.205833	-44.500556	5651	 	    	   	15 12 49.4	-44 30 02	238.20	-25.57	  465	 4.82	B3IV
228.055000	-19.791667	5652	 	iot1	Lib	15 12 13.2	-19 47 30	231.00	 -1.85	  407	 4.54	A0pSi
228.655000	-31.519167	5660	 	    	Lup	15 14 37.2	-31 31 09	234.69	-13.01	  862	 4.91	F1II
229.411667	-63.610556	5666	 	eps 	Cir	15 17 38.8	-63 36 38	246.53	-43.44	  407	 4.86	K2.5III
229.378333	-58.801111	5670	 	bet 	Cir	15 17 30.8	-58 48 04	244.31	-38.93	   98	 4.07	A3V
229.727500	-68.679444	5671	 	gam 	TrA	15 18 54.6	-68 40 46	249.39	-48.10	  191	 2.89	A1V
228.875417	+33.314722	5681	 	del 	Boo	15 15 30.1	+33 18 53	213.16	 48.97	  120	 3.49	G8IIICN-1
229.632917	-47.875000	5683	 	 mu 	Lup	15 18 31.9	-47 52 30	240.37	-28.50	  296	 4.27	B8Ve
229.251250	 -9.383056	5685	 	bet 	Lib	15 17 00.3	-09 22 59	229.37	  8.50	  163	 2.62	B8V
229.457083	-30.148611	5686	 	    	Lup	15 17 49.7	-30 08 55	235.00	-11.50	  326	 4.33	G9IIIaFe1
230.342500	-40.647778	5695	 	del 	Lup	15 21 22.2	-40 38 52	238.66	-21.43	  543	 3.22	B1.5IV
230.534167	-47.927778	5698	 	 nu1	Lup	15 22 08.2	-47 55 40	241.05	-28.38	  112	 5.00	F8V
230.844167	-59.320833	5704	 	gam 	Cir	15 23 22.6	-59 19 15	245.44	-39.17	  543	 4.51	B5IV+F8
230.451250	-36.261389	5705	 	phi1	Lup	15 21 48.3	-36 15 41	237.49	-17.18	  362	 3.56	K5III
230.670000	-44.689444	5708	 	eps 	Lup	15 22 40.8	-44 41 22	240.12	-25.25	  543	 3.37	B2IV-V
230.788333	-36.858333	5712	 	phi2	Lup	15 23 09.2	-36 51 30	237.93	-17.68	  418	 4.54	B4V
231.049167	-10.322222	5723	 	eps 	Lib	15 24 11.8	-10 19 20	231.35	  8.04	  108	 4.94	F5IV
231.333750	-38.733611	5724	 	    	   	15 25 20.1	-38 44 01	238.89	-19.38	  407	 4.60	A0IV
231.122083	+37.377222	5733	 	 mu1	Boo	15 24 29.3	+37 22 38	213.18	 53.42	  125	 4.32	F0V
230.181667	+71.833889	5735	 	gam 	UMi	15 20 43.6	+71 50 02	141.60	 75.24	  543	 3.05	A3II-III
231.231667	+58.965833	5744	 	iot 	Dra	15 24 55.6	+58 57 57	184.95	 71.09	  105	 3.29	K2III
231.957083	+29.105556	5747	 	bet 	CrB	15 27 49.7	+29 06 20	219.12	 46.05	  116	 3.68	F0p
234.179583	-66.317222	5771	 	eps 	TrA	15 36 43.1	-66 19 02	250.48	-45.29	  217	 4.11	K1-2III
233.784583	-41.166667	5776	 	gam 	Lup	15 35 08.3	-41 10 00	241.50	-21.24	  440	 2.78	B2IV
233.544167	-10.064722	5777	 	    	Lib	15 34 10.6	-10 03 53	233.69	  8.90	   95	 4.62	K1III-IV
233.232083	+31.358889	5778	 	tet 	CrB	15 32 55.7	+31 21 32	219.45	 48.55	  326	 4.13	B6Vnne
233.971250	-44.958611	5781	 	    	   	15 35 53.1	-44 57 31	242.69	-24.88	  465	 4.54	B3IVp
233.881250	-14.789444	5787	 	gam 	Lib	15 35 31.5	-14 47 22	235.14	  4.39	  155	 3.91	G8.5III
233.700000	+10.537500	5788	 	del 	Ser	15 34 48.0	+10 32 15	228.34	 28.88	  217	 3.80	F0IV
233.700417	+10.539167	5789	 	del 	Ser	15 34 48.1	+10 32 21	228.34	 28.88	  217	 3.80	F0IV
233.671667	+26.714722	5793	*	alf 	CrB	15 34 41.2	+26 42 53	222.30	 44.32	   75	 2.24	A0V
234.255833	-28.135000	5794	 	ups 	Lib	15 37 01.4	-28 08 06	238.61	 -8.51	  203	 3.57	K3III
234.512917	-42.567222	5797	 	omg 	Lup	15 38 03.1	-42 34 02	242.44	-22.46	  232	 4.33	K4.5III
234.663750	-29.777778	5812	 	tau 	Lib	15 38 39.3	-29 46 40	239.35	-10.02	  465	 3.65	B2.5V
234.941250	-34.411667	5820	 	psi1	Lup	15 39 45.9	-34 24 42	240.70	-14.47	  250	 4.67	G8III
235.070000	-23.818056	5824	 	    	Lib	15 40 16.8	-23 49 05	238.32	 -4.14	  407	 4.96	K3IIICN1
235.296667	-44.661111	5825	 	    	   	15 41 11.2	-44 39 40	243.61	-24.35	   57	 4.64	F5IV-V
232.852917	+77.349167	5826	 	tet 	UMi	15 31 24.7	+77 20 57	120.12	 74.72	  374	 4.96	K5III
235.486250	-19.678889	5838	 	kap 	Lib	15 41 56.7	-19 40 44	237.76	 -0.02	  407	 4.72	M0-IIIb
235.670417	-34.710556	5839	 	psi2	Lup	15 42 40.9	-34 42 38	241.37	-14.62	  407	 4.75	B5V
235.387500	+19.670278	5842	 	iot 	Ser	15 41 33.0	+19 40 13	227.18	 38.10	  203	 4.53	A1V
235.685417	+26.295556	5849	 	gam 	CrB	15 42 44.5	+26 17 44	224.87	 44.51	  148	 3.85	B9IV+A3V
236.066667	 +6.425556	5854	*	alf 	Ser	15 44 16.0	+06 25 32	232.07	 25.51	   74	 2.65	K2IIIbCN1Fe4143-1
236.546667	+15.421667	5867	 	bet 	Ser	15 46 11.2	+15 25 18	229.95	 34.33	  155	 3.67	A2IV
236.610417	 +7.353056	5868	 	lam 	Ser	15 46 26.5	+07 21 11	232.40	 26.54	   38	 4.43	G0V
237.184583	+18.141389	5879	 	kap 	Ser	15 48 44.3	+18 08 29	229.78	 37.11	  362	 4.09	M0.5IIIab
237.404583	 -3.430278	5881	 	 mu 	Ser	15 49 37.1	-03 25 49	235.94	 16.24	  163	 3.53	A0V
237.739167	-33.627222	5883	 	chi 	Lup	15 50 57.4	-33 37 38	242.84	-13.18	  217	 3.95	B9IV
237.744167	-25.751389	5885	 	    	Sco	15 50 58.6	-25 45 05	241.12	 -5.49	  543	 4.68	B3V
237.398333	+26.068333	5889	 	del 	CrB	15 49 35.6	+26 04 06	227.03	 44.76	  171	 4.63	G3.5III-IVFe-1
237.703750	 +4.477778	5892	 	eps 	Ser	15 50 48.9	+04 28 40	234.33	 24.01	   70	 3.70	A2m
238.785000	-63.430556	5897	 	bet 	TrA	15 55 08.4	-63 25 50	251.84	-41.95	   40	 2.85	F2III
237.815833	+20.977778	5899	 	 ro 	Ser	15 51 15.8	+20 58 40	229.52	 40.00	  407	 4.78	K4-5III
237.807500	+35.657222	5901	 	kap 	CrB	15 51 13.8	+35 39 26	222.67	 53.93	  101	 4.82	K1IVa
236.013750	+77.794444	5903	 	zet 	UMi	15 44 03.3	+77 47 40	117.40	 75.12	  407	 4.32	A3Vn
238.402500	-25.327222	5904	 	    	Sco	15 53 36.6	-25 19 38	241.62	 -4.95	  465	 4.59	B2.5Vn
238.455833	-16.729444	5908	 	tet 	Lib	15 53 49.4	-16 43 46	239.87	  3.47	  163	 4.16	G8.5IIIb
238.168333	+42.451667	5914	 	chi 	Her	15 52 40.4	+42 27 06	218.24	 60.30	   51	 4.62	F8VFe-2Hdelta-1
239.220833	-29.213889	5928	 	 ro 	Sco	15 56 53.0	-29 12 50	243.15	 -8.60	  465	 3.86	B2IV-V
239.112917	+15.661667	5933	 	gam 	Ser	15 56 27.1	+15 39 42	232.78	 35.20	   36	 3.86	F6V
239.547083	-14.279444	5941	 	    	Lib	15 58 11.3	-14 16 46	240.40	  6.09	  543	 4.87	B5IIIpe
239.875833	-41.744167	5943	 	    	   	15 59 30.2	-41 44 39	246.40	-20.74	  407	 4.99	K0II-III
239.712500	-26.114167	5944	 	 pi 	Sco	15 58 51.0	-26 06 51	242.94	 -5.48	  465	 2.91	B1V+B2V
239.396667	+26.877778	5947	 	eps 	CrB	15 57 35.2	+26 52 40	229.12	 46.07	  232	 4.16	K2IIIab
240.030000	-38.396944	5948	 	eta 	Lup	16 00 07.2	-38 23 49	245.77	-17.44	  543	 3.41	B2.5IV
240.082917	-22.621667	5953	 	del 	Sco	16 00 19.9	-22 37 18	242.57	 -1.99	  407	 2.32	B0.3IV
239.875417	+25.920278	5958	 	    	   	15 59 30.1	+25 55 13	230.10	 45.27	  325	 2.00	Be+gM3+Q
239.447083	+54.749722	5960	 	    	   	15 57 47.3	+54 44 59	204.09	 71.25	  112	 4.95	F0IV
240.882917	-57.775278	5961	 	iot1	Nor	16 03 31.9	-57 46 31	251.24	-36.22	  141	 4.63	A7IV
240.802917	-49.229722	5962	 	eta 	Nor	16 03 12.7	-49 13 47	248.87	-27.91	  232	 4.65	G8III
240.850000	-38.602500	5967	 	    	   	16 03 24.0	-38 36 09	246.47	-17.51	  543	 4.89	B6IV
240.835417	-25.865278	5969	 	    	   	16 03 20.5	-25 51 55	243.88	 -5.03	  217	 5.00	K5III
240.360833	+29.851111	5971	 	iot 	CrB	16 01 26.6	+29 51 04	229.01	 49.16	  362	 4.98	A0p:Hg:
240.573750	+22.804444	5972	 	 pi 	Ser	16 02 17.7	+22 48 16	232.13	 42.45	  181	 4.83	A3V
241.091667	-11.373056	5978	 	 xi 	Sco	16 04 22.0	-11 22 23	241.31	  9.23	  101	 4.77	F5IV
241.622083	-45.173056	5980	 	del 	Nor	16 06 29.3	-45 10 23	248.51	-23.83	  125	 4.73	Am
240.699167	+46.036667	5982	 	ups 	Her	16 02 47.8	+46 02 12	218.38	 64.32	  407	 4.76	B9III
241.358750	-19.805278	5984	 	bet1	Sco	16 05 26.1	-19 48 19	243.19	  1.01	  543	 2.58	B1V
241.360000	-19.801944	5985	 	bet2	Sco	16 05 26.4	-19 48 07	243.19	  1.01	  636	 4.92	B2V
240.471667	+58.565278	5986	 	tet 	Dra	16 01 53.2	+58 33 55	196.67	 74.44	   69	 4.03	F8IV
241.647500	-36.802222	5987	 	tet 	Lup	16 06 35.4	-36 48 08	246.74	-15.62	  465	 4.23	B2.5Vn
241.701250	-20.669167	5993	 	omg1	Sco	16 06 48.3	-20 40 09	243.67	  0.22	  465	 3.97	B1V
241.850833	-20.868611	5997	 	omg2	Sco	16 07 24.2	-20 52 07	243.84	  0.05	  271	 4.33	G3II-III
242.018333	+17.046944	6008	 	kap 	Her	16 08 04.4	+17 02 49	235.72	 37.22	  407	 5.00	G8III
242.242500	+36.490833	6018	 	tau 	CrB	16 08 58.2	+36 29 27	228.02	 55.96	  116	 4.76	K0III-IV
245.086250	-78.695833	6020	 	del1	Aps	16 20 20.7	-78 41 45	261.51	-55.99	  596	 4.68	M5IIIb
242.192083	+44.935000	6023	 	phi 	Her	16 08 46.1	+44 56 06	221.63	 63.78	  232	 4.27	B9p:Mn:
243.369167	-54.630556	6024	 	kap 	Nor	16 13 28.6	-54 37 50	252.01	-32.84	  465	 4.94	G8III
242.998333	-19.460556	6027	 	 nu 	Sco	16 11 59.6	-19 27 38	244.64	  1.63	  465	 4.01	B3V
243.075417	-27.926389	6028	 	    	Sco	16 12 18.1	-27 55 35	246.25	 -6.68	  543	 4.59	B2V
243.859167	-63.685556	6030	 	del 	TrA	16 15 26.2	-63 41 08	254.86	-41.61	 1365	 3.85	G2Ib-IIa
242.999583	-10.064167	6031	 	psi 	Sco	16 11 59.9	-10 03 51	242.92	 10.87	  171	 4.93	A3IV
243.585833	 -3.694444	6056	 	del 	Oph	16 14 20.6	-03 41 40	242.30	 17.24	  171	 2.75	M0.5III
244.253333	-50.068056	6058	 	gam1	Nor	16 17 00.8	-50 04 05	251.54	-28.27	 1719	 4.98	F9Ia
244.574167	-28.614167	6070	 	    	   	16 18 17.8	-28 36 51	247.68	 -7.12	  141	 4.77	A0V
244.959583	-50.155556	6072	 	gam2	Nor	16 19 50.3	-50 09 20	252.07	-28.26	  130	 4.02	G8III
244.580000	 -4.692500	6075	 	eps 	Oph	16 18 19.2	-04 41 33	243.51	 16.44	  108	 3.23	G9.5IIIbCN-1
245.158750	-24.169444	6081	 	omi 	Sco	16 20 38.1	-24 10 10	247.44	 -2.65	  342	 4.57	A5II
245.296667	-25.592778	6084	 	sig 	Sco	16 21 11.2	-25 35 34	247.80	 -4.04	  356	 2.88	B2III+O9.5V
244.934583	+46.313333	6092	 	tau 	Her	16 19 44.3	+46 18 48	224.38	 65.83	  326	 3.91	B5IV
245.517917	 +1.029167	6093	 	sig 	Ser	16 22 04.3	+01 01 45	243.41	 22.24	   90	 4.82	F0V
245.479583	+19.153056	6095	 	gam 	Her	16 21 55.1	+19 09 11	239.21	 40.01	  203	 3.76	A9III
247.117083	-70.084444	6098	 	zet 	TrA	16 28 28.1	-70 05 04	258.68	-47.54	   39	 4.91	F9V
248.362917	-78.896944	6102	 	gam 	Aps	16 33 27.1	-78 53 49	262.70	-56.01	  163	 3.89	G8-K0III
245.523750	+30.892222	6103	 	 xi 	CrB	16 22 05.7	+30 53 32	235.24	 51.42	  191	 4.85	K0III
246.025417	-20.037500	6104	 	psi 	Oph	16 24 06.1	-20 02 15	247.55	  1.55	  181	 4.50	K0II-III
246.795833	-47.555000	6115	 	eps 	Nor	16 27 11.0	-47 33 18	252.87	-25.49	  407	 4.47	B4V
244.375833	+75.755278	6116	 	eta 	UMi	16 17 30.2	+75 45 19	120.32	 77.83	   98	 4.95	F5V
246.353750	+14.033333	6117	 	omg 	Her	16 25 24.9	+14 02 00	241.58	 35.17	  250	 4.58	B9pCr
246.755417	-18.456389	6118	 	chi 	Oph	16 27 01.3	-18 27 23	247.98	  3.22	  543	 4.43	B2IV:pe
246.950417	 -8.371667	6129	 	ups 	Oph	16 27 48.1	-08 22 18	246.55	 13.21	  125	 4.63	A3m
245.997083	+61.514167	6132	 	eta 	Dra	16 23 59.3	+61 30 51	194.49	 78.44	   88	 2.74	G8IIIab
247.351667	-26.431944	6134	*	alf 	Sco	16 29 24.4	-26 25 55	249.76	 -4.57	  381	 0.91	M1.5Iab-Ib+B4Ve
247.551667	-25.115000	6141	 	    	Sco	16 30 12.4	-25 06 54	249.74	 -3.24	  407	 4.79	B2V
247.845000	-34.704444	6143	 	    	   	16 31 22.8	-34 42 16	251.47	-12.68	  932	 4.23	B2III-IV
247.784167	-16.612778	6147	 	phi 	Oph	16 31 08.2	-16 36 46	248.67	  5.20	  217	 4.27	G8IIIa
247.554583	+21.489444	6148	 	bet 	Her	16 30 13.1	+21 29 22	241.09	 42.70	  148	 2.77	G7IIIa
247.727917	 +1.983889	6149	 	lam 	Oph	16 30 54.7	+01 59 02	245.59	 23.56	  171	 3.83	A0V+A4V
248.033333	-21.466389	6153	 	omg 	Oph	16 32 08.0	-21 27 59	249.63	  0.43	  181	 4.45	A7p
248.520000	-44.045278	6155	 	 mu 	Nor	16 34 04.8	-44 02 43	253.53	-21.83	 3757	 4.91	B0Ia
248.150833	+11.488056	6159	 	    	Her	16 32 36.2	+11 29 17	244.23	 32.99	  326	 4.85	K7III
246.995000	+68.768056	6161	 	    	Dra	16 27 58.8	+68 46 05	155.35	 81.04	  543	 5.01	A0III
250.768333	-77.517500	6163	 	bet 	Aps	16 43 04.4	-77 31 03	262.95	-54.55	  163	 4.24	K0III
248.970417	-28.216111	6165	 	tau 	Sco	16 35 52.9	-28 12 58	251.46	 -6.12	  465	 2.81	B0V
249.093333	-35.255556	6166	 	    	   	16 36 22.4	-35 15 20	252.59	-13.07	  362	 4.16	K6III
248.525417	+42.436944	6168	 	sig 	Her	16 34 06.1	+42 26 13	233.24	 63.16	  326	 4.20	B9V
249.289167	-10.567222	6175	 	zet 	Oph	16 37 09.4	-10 34 02	249.23	 11.39	  465	 2.56	09.5Vn
250.392917	-17.742222	6196	 	    	   	16 41 34.3	-17 44 32	251.30	  4.43	  407	 4.96	G7.5IICN1Ba0.4
249.686250	+48.928333	6200	 	    	Her	16 38 44.7	+48 55 42	229.33	 69.52	  407	 4.90	M2.5IIIab
250.321250	+31.602778	6212	 	zet 	Her	16 41 17.1	+31 36 10	241.46	 53.11	   35	 2.81	G0IV
252.166250	-69.027778	6217	 	alf 	TrA	16 48 39.9	-69 01 40	260.90	-46.15	  465	 1.92	K2IIb-IIIa
250.723750	+38.922222	6220	 	eta 	Her	16 42 53.7	+38 55 20	238.79	 60.29	  112	 3.50	G8IIIbCN-1
250.229167	+64.588889	6223	 	    	Dra	16 40 55.0	+64 35 20	184.41	 81.63	  279	 4.83	K1p*
252.445833	-59.041389	6229	 	eta 	Ara	16 49 47.0	-59 02 29	258.90	-36.28	  326	 3.76	K5III
251.323750	+56.781944	6237	 	    	   	16 45 17.7	+56 46 55	219.26	 76.91	   88	 4.84	F2V
252.540417	-34.293333	6241	 	eps 	Sco	16 50 09.7	-34 17 36	255.33	-11.74	   66	 2.29	K2.5III
252.457917	-10.783056	6243	 	    	Oph	16 49 49.9	-10 46 59	252.41	 11.59	  120	 4.66	F7IV
252.967083	-38.047500	6247	 	 mu1	Sco	16 51 52.1	-38 02 51	256.16	-15.42	  457	 3.04	B1.5V+B6.5V
253.083333	-38.017500	6252	 	 mu2	Sco	16 52 20.0	-38 01 03	256.25	-15.38	  543	 3.57	B2IV
252.308750	+45.983333	6254	 	    	Her	16 49 14.1	+45 59 00	236.69	 67.39	  181	 4.82	A2VpSrCrEu
253.498333	-42.361944	6262	 	zet1	Sco	16 53 59.6	-42 21 43	257.12	-19.66	 2483	 4.73	B1Iape
253.645417	-42.361389	6271	 	zet2	Sco	16 54 34.9	-42 21 41	257.24	-19.64	  155	 3.59	K4III
253.501667	+10.165278	6281	 	iot 	Oph	16 54 00.4	+10 09 55	250.64	 32.50	  250	 4.38	B8V
254.654583	-55.990000	6285	 	zet 	Ara	16 58 37.1	-55 59 24	259.82	-33.09	   90	 3.13	K3III
254.895833	-53.160556	6295	 	eps1	Ara	16 59 35.0	-53 09 38	259.58	-30.27	  326	 4.06	K4IIIab
254.416667	 +9.375000	6299	 	kap 	Oph	16 57 40.0	+09 22 30	251.82	 31.84	   88	 3.20	K2III
254.006667	+65.134722	6315	 	    	Dra	16 56 01.6	+65 08 05	184.91	 83.32	   49	 4.90	F6Vv
255.264583	 -4.222500	6318	 	    	Oph	17 01 03.5	-04 13 21	254.49	 18.43	  407	 4.82	K4III
251.490833	+82.037222	6322	 	eps 	UMi	16 45 57.8	+82 02 14	 99.14	 73.92	  362	 4.23	G5III
255.072083	+30.926389	6324	 	eps 	Her	17 00 17.3	+30 55 35	248.33	 53.25	  163	 3.92	A0V
256.205417	-34.123056	6334	 	    	   	17 04 49.3	-34 07 23	258.39	-11.24	 3427	 4.87	B1Iae
255.782500	+14.091944	6337	 	    	   	17 03 07.8	+14 05 31	252.72	 36.68	  465	 4.98	M3III
256.344167	+12.740833	6355	 	    	Her	17 05 22.6	+12 44 27	253.59	 35.41	  148	 4.91	A4IV
257.594167	-15.724722	6378	 	eta 	Oph	17 10 22.6	-15 43 29	257.97	  7.20	   85	 2.42	A2V
258.037917	-43.239167	6380	 	eta 	Sco	17 12 09.1	-43 14 21	260.74	-20.18	   72	 3.34	F3III-IVp
257.196250	+65.714722	6396	 	zet 	Dra	17 08 47.1	+65 42 53	183.38	 84.76	  362	 3.17	B6III
258.661667	+14.390278	6406	*	alf1	Her	17 14 38.8	+14 23 25	256.15	 37.29	  407	 3.48	M5Ib-II
258.757500	+24.839167	6410	 	del 	Her	17 15 01.8	+24 50 21	254.76	 47.69	   79	 3.13	A3IV
259.152500	 -0.445278	6415	 	    	Oph	17 16 36.6	-00 26 43	258.24	 22.55	  232	 4.72	K2III
260.497917	-67.770278	6417	 	zet 	Aps	17 21 59.5	-67 46 13	264.98	-44.50	  326	 4.78	K2III
258.761250	+36.809167	6418	 	 pi 	Her	17 15 02.7	+36 48 33	252.07	 59.55	  407	 3.18	K3IIab
259.330833	+33.100000	6431	 	    	Her	17 17 19.4	+33 06 00	253.92	 55.95	  976	 4.78	B1.5Vp+B5III
259.417500	+37.291389	6436	 	    	Her	17 17 40.2	+37 17 29	252.95	 60.11	  181	 4.66	A2V
260.250417	-21.112778	6445	 	 xi 	Oph	17 21 00.1	-21 06 46	260.90	  2.02	   57	 4.38	F1III-IV
260.206250	-12.846667	6446	 	 nu 	Ser	17 20 49.5	-12 50 48	260.30	 10.26	  203	 4.31	A2V
260.078333	+18.056944	6452	 	    	   	17 20 18.8	+18 03 25	257.45	 41.07	  543	 5.00	M2IIIab
260.502083	-24.999444	6453	 	tet 	Oph	17 22 00.5	-24 59 58	261.39	 -1.84	  564	 3.26	B2IV
261.324583	-55.529722	6461	 	bet 	Ara	17 25 17.9	-55 31 47	264.21	-32.26	  740	 2.85	K3Ib-IIa
261.347917	-56.377500	6462	 	gam 	Ara	17 25 23.5	-56 22 39	264.29	-33.11	 1919	 3.34	B1Ib
260.920417	+37.145833	6485	 	 ro 	Her	17 23 40.9	+37 08 45	255.37	 60.12	  407	 4.52	B9.5III
261.592083	-24.175278	6486	 	    	Oph	17 26 22.1	-24 10 31	262.33	 -0.96	   85	 4.16	A3m
261.838333	-29.866944	6492	 	    	Oph	17 27 21.2	-29 52 01	262.88	 -6.63	  112	 4.27	F5IVdeltaSct*
261.657500	 -5.086667	6493	 	    	   	17 26 37.8	-05 05 12	261.25	 18.10	   98	 4.54	F3V
261.628333	 +4.140278	6498	 	sig 	Oph	17 26 30.8	+04 08 25	260.59	 27.31	  517	 4.31	K2II
262.774583	-60.683611	6500	 	del 	Ara	17 31 05.9	-60 41 01	265.56	-37.36	  191	 3.62	B8Vn
262.690417	-37.295833	6508	 	ups 	Sco	17 30 45.7	-37 17 45	264.01	-14.01	  543	 2.68	B2IV
